experiment_id,model,task,example_id,prediction,ground_truth,is_correct,latency_ms,input_tokens,output_tokens,api_cost_usd,timestamp
gpt-5.2_baseline_classification,gpt-5.2,classification,12,card_arrival,card_arrival,True,1384.497,1323,50,0.014729999999999998,2026-02-07T12:27:06.444151
gpt-5.2_baseline_classification,gpt-5.2,classification,13,card_arrival,card_arrival,True,1646.133,1313,58,0.01487,2026-02-07T12:27:08.090312
gpt-5.2_baseline_classification,gpt-5.2,classification,14,card_delivery_estimate,card_arrival,False,1449.52,1323,53,0.014819999999999998,2026-02-07T12:27:09.539859
gpt-5.2_baseline_classification,gpt-5.2,classification,15,card_delivery_estimate,card_arrival,False,1258.694,1328,54,0.0149,2026-02-07T12:27:10.798580
gpt-5.2_baseline_classification,gpt-5.2,classification,16,card_arrival,card_arrival,True,1349.4379999999999,1316,45,0.014509999999999999,2026-02-07T12:27:12.148045
gpt-5.2_baseline_classification,gpt-5.2,classification,17,card_arrival,card_arrival,True,1571.37,1313,54,0.01475,2026-02-07T12:27:13.719445
gpt-5.2_baseline_classification,gpt-5.2,classification,18,card_arrival,card_arrival,True,1401.624,1319,56,0.014870000000000001,2026-02-07T12:27:15.121101
gpt-5.2_baseline_classification,gpt-5.2,classification,19,card_arrival,card_arrival,True,1573.769,1320,56,0.01488,2026-02-07T12:27:16.694894
gpt-5.2_baseline_classification,gpt-5.2,classification,20,card_arrival,card_arrival,True,1424.512,1318,53,0.014769999999999998,2026-02-07T12:27:18.119433
gpt-5.2_baseline_classification,gpt-5.2,classification,21,card_arrival,card_arrival,True,1190.0349999999999,1313,45,0.01448,2026-02-07T12:27:19.309495
gpt-5.2_baseline_classification,gpt-5.2,classification,22,card_delivery_estimate,card_arrival,False,1297.978,1316,56,0.014839999999999999,2026-02-07T12:27:20.607501
gpt-5.2_baseline_classification,gpt-5.2,classification,23,card_arrival,card_arrival,True,1321.5900000000001,1325,48,0.01469,2026-02-07T12:27:21.929117
gpt-5.2_baseline_classification,gpt-5.2,classification,24,card_arrival,card_arrival,True,1461.602,1317,45,0.014520000000000002,2026-02-07T12:27:23.390743
gpt-5.2_baseline_classification,gpt-5.2,classification,25,card_delivery_estimate,card_arrival,False,1093.5330000000001,1318,50,0.014679999999999999,2026-02-07T12:27:24.484302
gpt-5.2_baseline_classification,gpt-5.2,classification,26,card_arrival,card_arrival,True,1433.843,1322,50,0.01472,2026-02-07T12:27:25.918167
gpt-5.2_baseline_classification,gpt-5.2,classification,27,card_delivery_estimate,card_arrival,False,1221.8210000000001,1323,49,0.014699999999999998,2026-02-07T12:27:27.140012
gpt-5.2_baseline_classification,gpt-5.2,classification,28,card_arrival,card_arrival,True,1329.116,1325,47,0.01466,2026-02-07T12:27:28.469150
gpt-5.2_baseline_classification,gpt-5.2,classification,29,card_delivery_estimate,card_arrival,False,1346.705,1315,50,0.01465,2026-02-07T12:27:29.815879
gpt-5.2_baseline_classification,gpt-5.2,classification,30,card_arrival,card_arrival,True,1147.627,1312,43,0.01441,2026-02-07T12:27:30.963534
gpt-5.2_baseline_classification,gpt-5.2,classification,31,card_arrival,card_arrival,True,1801.615,1322,57,0.01493,2026-02-07T12:27:32.765180
gpt-5.2_baseline_classification,gpt-5.2,classification,32,card_delivery_estimate,card_arrival,False,1537.6860000000001,1316,52,0.014719999999999999,2026-02-07T12:27:34.302901
gpt-5.2_baseline_classification,gpt-5.2,classification,33,card_arrival,card_arrival,True,1197.096,1316,44,0.014479999999999998,2026-02-07T12:27:35.500027
gpt-5.2_baseline_classification,gpt-5.2,classification,34,card_delivery_estimate,card_arrival,False,1305.679,1319,49,0.01466,2026-02-07T12:27:36.805748
gpt-5.2_baseline_classification,gpt-5.2,classification,35,card_arrival,card_arrival,True,1397.848,1327,49,0.01474,2026-02-07T12:27:38.203632
gpt-5.2_baseline_classification,gpt-5.2,classification,36,card_arrival,card_arrival,True,1351.9699999999998,1324,56,0.014920000000000003,2026-02-07T12:27:39.555626
gpt-5.2_baseline_classification,gpt-5.2,classification,37,card_delivery_estimate,card_arrival,False,1100.287,1312,47,0.01453,2026-02-07T12:27:40.655937
gpt-5.2_baseline_classification,gpt-5.2,classification,38,card_delivery_estimate,card_arrival,False,1513.948,1317,54,0.014790000000000001,2026-02-07T12:27:42.169909
gpt-5.2_baseline_classification,gpt-5.2,classification,39,card_delivery_estimate,card_arrival,False,2357.545,1318,52,0.01474,2026-02-07T12:27:44.527479
gpt-5.2_baseline_classification,gpt-5.2,classification,40,card_linking,card_linking,True,1475.116,1316,51,0.014689999999999998,2026-02-07T12:27:46.002620
gpt-5.2_baseline_classification,gpt-5.2,classification,41,card_not_working,card_linking,False,1465.202,1315,57,0.01486,2026-02-07T12:27:47.467852
gpt-5.2_baseline_classification,gpt-5.2,classification,42,card_linking,card_linking,True,1396.767,1314,52,0.014700000000000001,2026-02-07T12:27:48.864647
gpt-5.2_baseline_classification,gpt-5.2,classification,43,card_linking,card_linking,True,1294.687,1322,51,0.014750000000000001,2026-02-07T12:27:50.159377
gpt-5.2_baseline_classification,gpt-5.2,classification,44,card_linking,card_linking,True,1121.2649999999999,1317,50,0.01467,2026-02-07T12:27:51.280670
gpt-5.2_baseline_classification,gpt-5.2,classification,45,card_linking,card_linking,True,1460.551,1328,52,0.01484,2026-02-07T12:27:52.741247
gpt-5.2_baseline_classification,gpt-5.2,classification,46,card_linking,card_linking,True,1350.868,1317,45,0.014520000000000002,2026-02-07T12:27:54.092147
gpt-5.2_baseline_classification,gpt-5.2,classification,47,card_linking,card_linking,True,1499.415,1316,49,0.014629999999999997,2026-02-07T12:27:55.591594
gpt-5.2_baseline_classification,gpt-5.2,classification,48,card_linking,card_linking,True,1358.861,1322,52,0.014780000000000001,2026-02-07T12:27:56.950479
gpt-5.2_baseline_classification,gpt-5.2,classification,49,card_linking,card_linking,True,1292.977,1320,48,0.01464,2026-02-07T12:27:58.243486
