experiment_id,model,task,example_id,prediction,ground_truth,is_correct,latency_ms,timestamp
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,34,None,Yes,False,25225.791999999998,2026-02-08T14:26:02.010054
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,35,Yes,Yes,True,10272.19,2026-02-08T14:26:12.282272
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,36,No,No,True,8893.526,2026-02-08T14:26:21.175863
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,37,Yes,Yes,True,20673.967,2026-02-08T14:26:41.849876
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,38,No,No,True,21373.618000000002,2026-02-08T14:27:03.223576
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,39,No,No,True,11473.974,2026-02-08T14:27:14.697606
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,40,Yes,Yes,True,18234.249,2026-02-08T14:27:32.931914
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,41,No,No,True,8991.794,2026-02-08T14:27:41.923756
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,42,Yes,Yes,True,49497.911,2026-02-08T14:28:31.421726
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,43,No,No,True,7709.726,2026-02-08T14:28:39.131503
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,44,Yes,Yes,True,20765.441,2026-02-08T14:28:59.897013
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,45,Yes,Yes,True,11750.942000000001,2026-02-08T14:29:11.648006
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,46,Yes,Yes,True,9179.867,2026-02-08T14:29:20.827926
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,47,Yes,Yes,True,14658.509,2026-02-08T14:29:35.486464
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,48,Yes,Yes,True,8085.563,2026-02-08T14:29:43.572082
qwen3:4b_local_baseline_analysis,qwen3:4b,analysis,49,No,Yes,False,19026.331,2026-02-08T14:30:02.598481
